"Date","Price","Open","High","Low","Vol.","Change %"
"02/04/2013","115.20","115.02","115.89","114.29","6.40M","-1.12%"
"02/01/2013","116.50","115.84","116.69","115.05","6.42M","1.17%"
"01/31/2013","115.15","116.22","116.90","115.15","7.78M","-1.12%"
"01/30/2013","116.45","117.07","117.50","116.26","5.17M","-0.65%"
"01/29/2013","117.21","116.28","117.40","116.25","4.37M","1.01%"
"01/28/2013","116.04","116.56","116.58","115.41","4.52M","-0.14%"
"01/25/2013","116.20","115.52","116.38","115.15","4.75M","0.61%"
"01/24/2013","115.50","115.49","116.37","115.28","4.90M","0.43%"
"01/23/2013","115.01","115.35","115.90","114.93","5.03M","-0.78%"
"01/22/2013","115.91","115.11","115.94","114.53","5.40M","0.58%"
"01/18/2013","115.24","115.23","115.24","114.06","8.54M","0.44%"
"01/17/2013","114.74","114.73","115.86","114.59","6.97M","0.68%"
"01/16/2013","113.97","113.31","114.33","113.17","6.15M","0.47%"
"01/15/2013","113.44","112.26","113.47","112.15","5.64M","0.52%"
"01/14/2013","112.85","111.38","112.95","111.35","6.37M","1.00%"
"01/11/2013","111.73","111.20","112.08","110.80","5.46M","1.14%"
"01/10/2013","110.47","110.19","110.76","110.09","5.28M","0.85%"
"01/09/2013","109.54","109.72","110.08","109.20","4.56M","0.26%"
"01/08/2013","109.26","109.48","109.69","109.10","6.33M","-0.45%"
"01/07/2013","109.75","110.02","110.09","109.19","4.86M","-0.68%"
"01/04/2013","110.50","109.99","110.62","109.90","4.41M","0.53%"
"01/03/2013","109.92","110.14","110.92","109.51","6.82M","-0.43%"
"01/02/2013","110.39","110.27","110.42","108.74","6.14M","2.08%"
"12/31/2012","108.14","105.75","108.23","105.75","6.55M","1.59%"
"12/28/2012","106.45","107.68","107.78","106.30","5.28M","-1.91%"
"12/27/2012","108.52","108.46","108.86","107.27","5.53M","0.06%"
"12/26/2012","108.46","109.10","109.27","108.21","4.09M","-0.16%"
"12/24/2012","108.63","109.30","109.39","108.48","2.29M","-0.98%"
"12/21/2012","109.71","109.57","110.30","108.56","15.62M","-0.61%"
"12/20/2012","110.38","110.00","110.67","109.65","5.88M","0.43%"
"12/19/2012","109.91","110.47","111.11","109.89","7.62M","-0.17%"
"12/18/2012","110.10","108.54","110.40","108.32","7.10M","1.31%"
"12/17/2012","108.68","107.97","108.84","107.94","6.10M","0.80%"
"12/14/2012","107.82","107.61","108.39","107.40","5.89M","-0.08%"
"12/13/2012","107.91","108.54","108.54","107.46","4.91M","-0.16%"
"12/12/2012","108.08","108.17","109.18","107.92","5.97M","0.32%"
"12/11/2012","107.74","107.29","108.23","107.15","5.92M","0.73%"
"12/10/2012","106.96","107.10","107.69","106.47","5.51M","-0.03%"
"12/07/2012","106.99","106.73","107.00","106.14","4.95M","0.51%"
"12/06/2012","106.45","105.49","106.50","105.29","7.39M","1.22%"
"12/05/2012","105.17","104.38","105.81","104.00","6.43M","1.16%"
"12/04/2012","103.96","104.40","105.09","103.94","6.67M","-0.67%"
"12/03/2012","104.66","106.00","106.07","104.38","5.74M","-0.97%"
"11/30/2012","105.69","106.10","106.37","105.27","6.68M","-0.09%"
"11/29/2012","105.79","105.89","106.69","105.38","5.76M","0.20%"
"11/28/2012","105.58","102.98","105.62","102.76","7.03M","2.13%"
"11/27/2012","103.38","105.00","105.16","103.20","6.61M","-1.53%"
"11/26/2012","104.99","104.75","104.99","104.25","4.35M","-0.46%"
"11/23/2012","105.47","104.87","105.47","104.46","2.78M","1.32%"
"11/21/2012","104.10","103.95","104.12","103.41","3.66M","0.52%"
"11/20/2012","103.56","104.01","104.12","102.92","5.28M","-0.76%"
"11/19/2012","104.35","103.67","104.35","103.14","6.85M","1.90%"
"11/16/2012","102.40","101.56","102.49","101.00","8.24M","0.77%"
"11/15/2012","101.62","101.99","103.47","100.66","9.78M","-0.86%"
"11/14/2012","102.50","104.99","105.01","102.22","8.61M","-2.64%"
"11/13/2012","105.28","105.37","106.45","105.20","4.84M","-0.61%"
"11/12/2012","105.93","106.45","106.52","105.49","4.00M","0.09%"
"11/09/2012","105.84","105.26","106.69","105.08","5.84M","-0.03%"
"11/08/2012","105.87","107.23","107.67","105.87","6.21M","-1.53%"
"11/07/2012","107.51","109.24","109.30","106.78","7.63M","-2.58%"
"11/06/2012","110.36","109.65","110.69","109.25","5.38M","1.07%"
"11/05/2012","109.19","107.74","109.34","107.74","4.06M","0.76%"
"11/02/2012","108.37","110.70","111.21","107.57","8.38M","-2.77%"
"11/01/2012","111.46","110.02","111.69","109.89","6.48M","1.11%"
"10/31/2012","110.24","111.93","111.94","109.25","5.96M","-0.85%"
"10/26/2012","111.18","110.67","111.69","110.58","4.78M","0.20%"
"10/25/2012","110.96","110.63","110.97","109.65","4.89M","1.14%"
"10/24/2012","109.71","109.42","110.49","109.03","5.09M","0.30%"
"10/23/2012","109.38","111.58","111.58","109.10","8.01M","-2.98%"
"10/22/2012","112.74","113.61","113.70","111.73","4.81M","-0.56%"
"10/19/2012","113.38","114.90","114.99","113.11","7.16M","-1.12%"
"10/18/2012","114.66","114.55","115.03","114.37","6.17M","-0.45%"
"10/17/2012","115.18","114.36","115.36","114.36","5.22M","0.96%"
"10/16/2012","114.09","113.48","114.41","113.32","4.79M","1.13%"
"10/15/2012","112.82","112.16","113.04","111.10","5.78M","0.67%"
"10/12/2012","112.07","113.08","113.29","111.61","5.92M","-0.88%"
"10/11/2012","113.06","113.37","114.22","113.06","7.28M","0.54%"
"10/10/2012","112.45","114.64","115.05","112.01","15.96M","-4.18%"
"10/09/2012","117.36","117.52","118.38","117.35","5.99M","-0.22%"
"10/08/2012","117.62","117.19","117.87","116.95","3.44M","0.10%"
"10/05/2012","117.50","117.42","118.25","117.12","4.51M","0.30%"
"10/04/2012","117.15","116.64","117.47","116.47","5.43M","0.87%"
"10/03/2012","116.14","117.65","117.74","116.05","7.36M","-1.54%"
"10/02/2012","117.96","117.65","118.08","116.92","6.01M","0.61%"
"10/01/2012","117.25","116.92","118.25","116.87","4.92M","0.59%"
"09/28/2012","116.56","116.88","116.89","116.15","5.64M","-0.55%"
"09/27/2012","117.20","116.78","117.40","116.52","5.48M","0.77%"
"09/26/2012","116.30","116.82","117.00","116.15","5.59M","-0.54%"
"09/25/2012","116.93","118.18","118.50","116.53","7.57M","-0.72%"
"09/24/2012","117.78","117.55","118.49","117.46","6.81M","-0.02%"
"09/21/2012","117.80","118.53","118.53","117.47","10.28M","-0.04%"
"09/20/2012","117.85","116.14","118.17","115.50","7.29M","1.07%"
"09/19/2012","116.60","117.09","117.18","115.83","5.98M","-0.32%"
"09/18/2012","116.97","116.99","117.65","116.59","5.10M","-0.15%"
"09/17/2012","117.14","117.17","118.50","116.89","7.41M","-0.09%"
"09/14/2012","117.25","116.93","118.22","116.48","8.98M","0.59%"
"09/13/2012","116.56","114.73","116.97","114.12","7.74M","1.82%"
"09/12/2012","114.48","114.23","114.74","114.03","4.42M","0.26%"
"09/11/2012","114.18","114.07","114.75","114.00","4.76M","0.19%"
"09/10/2012","113.96","114.20","114.54","113.60","5.21M","-0.04%"
"09/07/2012","114.00","112.97","114.00","112.74","5.06M","0.86%"
"09/06/2012","113.03","111.57","113.44","111.57","5.53M","2.04%"
"09/05/2012","110.77","111.60","111.73","110.59","4.44M","-0.40%"
"09/04/2012","111.22","112.03","112.27","110.88","4.63M","-0.84%"
"08/31/2012","112.16","111.67","112.95","111.67","5.56M","1.11%"
"08/30/2012","110.93","111.49","111.69","110.92","3.52M","-0.78%"
"08/29/2012","111.80","112.33","112.44","111.60","3.30M","-0.49%"
"08/28/2012","112.35","111.84","112.81","111.77","3.34M","0.55%"
"08/27/2012","111.73","112.18","112.39","111.46","3.39M","-0.25%"
"08/24/2012","112.01","110.77","112.20","110.76","3.45M","0.65%"
"08/23/2012","111.29","112.08","112.17","110.95","4.19M","-0.77%"
"08/22/2012","112.15","111.90","112.35","111.28","4.45M","0.15%"
"08/21/2012","111.98","112.81","113.45","111.78","4.65M","-0.48%"
"08/20/2012","112.52","112.69","112.89","112.14","3.91M","-0.12%"
"08/17/2012","112.66","113.31","113.57","112.51","5.64M","-0.58%"
"08/16/2012","113.32","112.72","113.59","112.10","5.39M","0.67%"
"08/15/2012","112.57","112.13","113.00","112.00","4.54M","-0.66%"
"08/14/2012","113.32","113.70","113.87","112.96","6.29M","0.04%"
"08/13/2012","113.28","113.32","113.59","112.71","4.34M","-0.24%"
"08/10/2012","113.55","111.96","113.64","111.28","5.11M","0.82%"
"08/09/2012","112.63","112.26","113.28","111.73","4.85M","0.44%"
"08/08/2012","112.14","111.50","112.64","111.36","5.44M","0.17%"
"08/07/2012","111.95","111.60","112.39","111.51","5.45M","0.57%"
"08/06/2012","111.31","110.75","112.10","110.70","5.20M","0.17%"
"08/03/2012","111.12","111.14","111.88","110.90","5.97M","1.71%"
"08/02/2012","109.25","109.46","109.93","108.47","6.66M","-1.13%"
"08/01/2012","110.50","109.72","111.23","109.14","8.36M","0.84%"
"07/31/2012","109.58","109.55","110.82","109.53","10.02M","-0.22%"
"07/30/2012","109.82","108.87","109.93","108.76","5.79M","0.51%"
"07/27/2012","109.26","109.38","109.50","107.13","8.34M","0.91%"
"07/26/2012","108.27","107.59","108.63","107.26","6.81M","2.08%"
"07/25/2012","106.06","106.52","106.77","105.28","5.48M","-0.23%"
"07/24/2012","106.30","108.16","108.16","104.61","6.66M","-1.53%"
"07/23/2012","107.95","107.25","108.28","106.03","5.96M","-1.14%"
"07/20/2012","109.19","108.16","109.25","107.50","9.37M","0.32%"
"07/19/2012","108.84","107.92","108.98","107.12","6.83M","0.89%"
"07/18/2012","107.88","106.79","107.98","106.66","5.52M","0.42%"
"07/17/2012","107.43","106.99","107.50","105.58","6.67M","0.61%"
"07/16/2012","106.78","105.71","107.25","105.50","5.19M","0.73%"
"07/13/2012","106.01","105.34","106.19","104.87","6.77M","0.93%"
"07/12/2012","105.03","104.31","106.08","104.27","7.87M","0.17%"
"07/11/2012","104.85","104.31","105.63","104.02","5.93M","0.93%"
"07/10/2012","103.88","104.87","105.39","103.29","6.42M","-0.56%"
"07/09/2012","104.46","104.97","105.04","103.55","5.23M","-0.58%"
"07/06/2012","105.07","104.99","105.35","104.39","4.61M","-0.91%"
"07/05/2012","106.03","106.27","107.05","105.73","5.05M","-1.25%"
"07/03/2012","107.37","106.29","107.42","106.22","4.08M","1.43%"
"07/02/2012","105.86","105.59","106.09","104.69","5.70M","0.34%"
"06/29/2012","105.50","105.32","105.51","104.35","10.65M","1.97%"
"06/28/2012","103.46","101.85","103.65","101.43","7.01M","0.87%"
"06/27/2012","102.57","101.46","102.90","101.25","5.74M","1.60%"
"06/26/2012","100.95","98.97","101.29","98.83","7.62M","1.89%"
"06/25/2012","99.08","99.34","99.56","98.17","7.09M","-1.35%"
"06/22/2012","100.44","100.65","101.12","99.58","11.71M","0.42%"
"06/21/2012","100.02","103.46","103.75","99.87","8.49M","-3.48%"
"06/20/2012","103.63","104.04","104.55","102.59","7.61M","-0.41%"
"06/19/2012","104.06","103.99","104.65","103.77","6.12M","0.58%"
"06/18/2012","103.46","103.14","103.97","103.00","6.63M","-0.83%"
"06/15/2012","104.33","103.00","104.50","102.64","11.09M","2.36%"
"06/14/2012","101.92","100.17","102.17","99.90","6.54M","1.79%"
"06/13/2012","100.13","100.68","101.40","99.71","5.19M","-0.61%"
"06/12/2012","100.74","100.20","100.90","99.56","5.93M","0.83%"
"06/11/2012","99.91","101.99","102.33","99.57","7.04M","-0.92%"
"06/08/2012","100.84","99.89","101.00","99.69","5.76M","0.45%"
"06/07/2012","100.39","100.98","102.00","100.18","7.97M","0.59%"
"06/06/2012","99.80","97.89","99.80","97.58","7.15M","3.43%"
"06/05/2012","96.49","96.39","96.87","95.78","5.89M","-0.09%"
"06/04/2012","96.58","96.48","97.14","95.73","6.79M","0.18%"
"06/01/2012","96.41","96.65","97.29","96.02","9.24M","-1.93%"
"05/31/2012","98.31","98.06","99.16","96.68","9.37M","0.70%"
"05/30/2012","97.63","99.11","99.11","97.50","7.28M","-2.60%"
"05/29/2012","100.24","99.81","100.85","99.50","5.22M","1.40%"
"05/25/2012","98.86","100.04","100.24","98.42","5.56M","-1.20%"
"05/24/2012","100.06","99.26","100.12","98.55","6.32M","1.07%"
"05/23/2012","99.00","98.33","99.00","96.70","8.01M","-0.32%"
"05/22/2012","99.32","99.93","100.68","98.73","6.09M","-0.37%"
"05/21/2012","99.69","98.81","99.74","98.35","6.17M","1.25%"
"05/18/2012","98.46","100.48","100.75","98.24","11.14M","-1.68%"
"05/17/2012","100.14","100.20","101.41","99.89","6.53M","0.04%"
"05/16/2012","100.10","100.77","101.78","100.01","6.43M","-0.79%"
"05/15/2012","100.90","102.04","102.66","100.71","8.42M","-1.02%"
"05/14/2012","101.94","101.74","102.30","101.27","7.02M","-0.73%"
"05/11/2012","102.69","102.95","103.95","102.47","4.94M","-0.65%"
"05/10/2012","103.36","102.83","104.24","102.65","21.11M","1.55%"
"05/09/2012","101.78","101.61","102.50","101.37","6.12M","-1.03%"
"05/08/2012","102.84","102.75","103.21","101.55","8.17M","-0.45%"
"05/07/2012","103.31","103.08","103.82","102.59","6.13M","-0.40%"
"05/04/2012","103.72","105.27","105.49","103.25","6.24M","-2.14%"
"05/03/2012","105.99","107.04","107.06","105.41","4.88M","-0.97%"
"05/02/2012","107.03","107.51","107.65","106.59","4.84M","-1.15%"
"05/01/2012","108.27","106.74","108.79","106.39","6.18M","1.60%"
"04/30/2012","106.56","106.16","106.61","105.81","4.73M","0.34%"
"04/27/2012","106.20","106.78","106.80","105.67","5.00M","-0.02%"
"04/26/2012","106.22","104.00","106.70","103.99","8.54M","2.28%"
"04/25/2012","103.85","103.56","103.89","102.62","5.31M","0.80%"
"04/24/2012","103.03","102.77","103.17","102.14","4.10M","0.58%"
"04/23/2012","102.44","101.19","102.72","100.89","5.59M","-0.08%"
"04/20/2012","102.52","103.11","103.84","102.42","5.82M","0.01%"
"04/19/2012","102.51","103.27","103.64","102.18","6.77M","-0.85%"
"04/18/2012","103.39","103.42","103.97","102.85","4.84M","-0.22%"
"04/17/2012","103.62","102.46","104.09","102.34","5.50M","2.08%"
"04/16/2012","101.51","101.62","102.24","101.17","6.07M","0.72%"
"04/13/2012","100.78","102.29","102.36","100.72","6.85M","-1.76%"
"04/12/2012","102.59","100.89","102.86","100.51","6.45M","1.62%"
"04/11/2012","100.95","102.31","102.45","100.78","8.57M","-0.49%"
"04/10/2012","101.45","103.25","103.38","101.40","8.91M","-1.97%"
"04/09/2012","103.49","103.30","104.08","102.85","4.98M","-1.20%"
"04/05/2012","104.75","105.17","105.90","104.33","5.98M","-0.80%"
"04/04/2012","105.60","106.25","106.26","105.03","5.43M","-1.44%"
"04/03/2012","107.14","107.93","108.23","106.23","4.69M","-1.07%"
"04/02/2012","108.30","106.85","108.79","106.60","5.19M","1.02%"
"03/30/2012","107.21","107.04","107.25","106.41","6.12M","0.34%"
"03/29/2012","106.85","105.08","107.02","104.92","5.80M","0.91%"
"03/28/2012","105.89","106.57","106.96","105.20","6.82M","-1.07%"
"03/27/2012","107.04","107.88","108.00","107.01","4.33M","-0.74%"
"03/26/2012","107.84","107.23","107.97","106.83","5.31M","1.39%"
"03/23/2012","106.36","105.68","106.90","104.85","6.60M","0.96%"
"03/22/2012","105.35","106.85","106.99","105.03","8.28M","-2.37%"
"03/21/2012","107.91","108.95","109.02","107.35","7.55M","-1.07%"
"03/20/2012","109.08","109.93","109.93","108.93","6.16M","-1.46%"
"03/19/2012","110.70","110.52","111.06","110.30","5.69M","0.38%"
"03/16/2012","110.28","110.43","110.83","110.10","11.09M","0.23%"
"03/15/2012","110.03","110.51","110.93","109.47","8.90M","-0.60%"
"03/14/2012","110.69","111.05","112.28","110.54","8.82M","-0.45%"
"03/13/2012","111.19","110.22","111.31","109.43","7.33M","1.08%"
"03/12/2012","110.00","109.65","110.00","109.16","5.33M","0.39%"
"03/09/2012","109.57","109.89","110.41","109.37","5.70M","-0.42%"
"03/08/2012","110.03","109.80","110.57","109.56","5.51M","0.52%"
"03/07/2012","109.46","109.00","109.95","108.19","6.87M","0.56%"
"03/06/2012","108.85","108.14","109.03","108.00","7.48M","-0.43%"
"03/05/2012","109.32","109.14","109.45","108.14","5.94M","-0.26%"
"03/02/2012","109.61","109.50","109.87","109.00","5.38M","-0.14%"
"03/01/2012","109.76","109.17","110.14","109.10","5.98M","0.59%"
"02/29/2012","109.12","110.40","110.92","108.92","10.57M","-0.45%"
"02/28/2012","109.61","109.68","110.40","109.18","9.13M","-0.02%"
"02/27/2012","109.63","108.29","110.22","108.28","7.72M","0.50%"
"02/24/2012","109.08","108.80","109.40","108.50","5.83M","0.67%"
"02/23/2012","108.35","107.54","108.50","107.32","5.51M","0.79%"
"02/22/2012","107.50","108.16","108.56","107.20","7.15M","-0.84%"
"02/21/2012","108.41","107.51","108.50","107.44","7.15M","1.64%"
"02/17/2012","106.66","107.02","107.24","106.04","5.67M","0.13%"
"02/16/2012","106.52","105.52","106.57","104.80","5.73M","1.45%"
"02/15/2012","105.00","106.24","106.24","104.59","6.55M","-1.40%"
"02/14/2012","106.49","106.25","106.53","105.56","5.98M","0.10%"
"02/13/2012","106.38","106.16","106.53","105.45","4.70M","1.04%"
"02/10/2012","105.28","105.19","105.52","104.58","6.14M","-1.02%"
"02/09/2012","106.37","107.18","107.41","106.07","4.75M","-0.37%"
"02/08/2012","106.76","107.27","107.50","106.09","5.38M","-0.07%"
"02/07/2012","106.83","106.02","107.06","105.44","6.03M","0.15%"
"02/06/2012","106.67","104.62","106.76","104.37","6.44M","1.11%"
"02/03/2012","105.50","104.91","105.60","104.48","6.82M","1.75%"
"02/02/2012","103.69","103.03","103.96","102.88","5.90M","0.88%"
"02/01/2012","102.79","104.42","104.42","102.68","7.83M","-0.32%"
"01/31/2012","103.12","104.61","104.78","102.40","8.32M","-0.28%"
"01/30/2012","103.41","103.40","103.50","102.08","7.62M","-0.53%"
"01/27/2012","103.96","104.39","104.67","103.12","10.58M","-2.47%"
"01/26/2012","106.59","108.03","108.57","106.35","7.00M","-1.06%"
"01/25/2012","107.73","106.37","108.00","105.09","8.02M","0.95%"
"01/24/2012","106.72","106.45","107.09","106.18","5.04M","-0.27%"
"01/23/2012","107.01","106.99","107.50","106.56","6.51M","0.11%"
"01/20/2012","106.89","106.95","107.20","106.25","7.29M","-0.04%"
"01/19/2012","106.93","107.21","107.50","105.82","5.67M","0.09%"
"01/18/2012","106.83","106.00","106.94","105.20","6.58M","0.10%"
"01/17/2012","106.72","107.27","107.98","106.03","6.93M","0.59%"
"01/13/2012","106.09","104.62","106.15","103.51","8.27M","1.07%"
"01/12/2012","104.97","104.52","106.04","104.52","11.90M","-2.60%"
"01/11/2012","107.77","108.51","108.65","107.13","7.81M","-1.18%"
"01/10/2012","109.06","110.12","110.66","108.90","7.64M","-0.39%"
"01/09/2012","109.49","108.24","109.67","108.03","7.12M","1.09%"
"01/06/2012","108.31","109.41","109.61","108.09","8.21M","-0.72%"
"01/05/2012","109.10","109.39","109.54","107.97","7.19M","-0.98%"
"01/04/2012","110.18","109.83","110.37","109.20","8.02M","-0.17%"
"01/03/2012","110.37","108.74","110.99","108.73","11.52M","3.73%"
"12/30/2011","106.40","106.79","107.50","106.18","5.01M","-1.00%"
"12/29/2011","107.47","106.38","107.56","106.32","4.47M","1.43%"
"12/28/2011","105.96","107.86","108.16","105.88","5.31M","-1.87%"
"12/27/2011","107.98","107.26","108.49","107.26","4.14M","0.45%"
"12/23/2011","107.50","106.63","107.61","106.10","3.78M","1.12%"
"12/22/2011","106.31","105.51","106.58","105.06","7.48M","0.83%"
"12/21/2011","105.43","103.68","105.53","103.55","8.16M","1.70%"
"12/20/2011","103.67","101.94","103.85","101.78","7.28M","3.96%"
"12/19/2011","99.72","101.16","101.33","99.50","5.98M","-1.13%"
"12/16/2011","100.86","100.32","100.86","99.59","14.71M","1.19%"
"12/15/2011","99.67","101.23","101.60","99.32","9.67M","-0.86%"
"12/14/2011","100.53","102.75","104.02","99.51","15.52M","-2.98%"
"12/13/2011","103.62","104.22","105.89","103.10","8.99M","0.53%"
"12/12/2011","103.07","104.02","104.23","101.50","7.60M","-1.13%"
"12/09/2011","104.25","102.74","104.50","102.71","6.62M","1.96%"
"12/08/2011","102.25","104.00","104.80","101.95","7.72M","-2.17%"
"12/07/2011","104.52","104.22","105.74","103.97","10.33M","0.15%"
"12/06/2011","104.36","103.10","104.73","102.84","7.45M","1.50%"
"12/05/2011","102.82","103.58","104.00","102.04","6.12M","1.11%"
"12/02/2011","101.69","103.04","103.19","101.50","6.64M","-0.14%"
"12/01/2011","101.83","102.82","103.00","100.96","7.01M","-0.96%"
"11/30/2011","102.82","100.50","102.82","100.11","13.37M","5.58%"
"11/29/2011","97.39","95.96","98.05","95.75","8.85M","1.69%"
"11/28/2011","95.77","96.03","96.35","95.00","8.40M","3.77%"
"11/25/2011","92.29","94.03","94.45","92.29","5.26M","-1.56%"
"11/23/2011","93.75","95.42","95.58","93.75","11.67M","-2.77%"
"11/22/2011","96.42","95.68","97.25","95.00","8.94M","0.79%"
"11/21/2011","95.66","96.92","96.94","94.45","15.02M","-2.27%"
"11/18/2011","97.88","100.52","101.50","97.52","13.68M","-2.20%"
"11/17/2011","100.08","100.75","102.13","98.75","11.80M","-0.96%"
"11/16/2011","101.05","102.51","103.42","100.74","12.58M","-2.15%"
"11/15/2011","103.27","106.23","107.33","102.58","24.34M","-2.73%"
"11/14/2011","106.17","106.20","106.74","105.38","5.53M","-0.82%"
"11/11/2011","107.05","106.69","107.52","106.61","6.35M","1.47%"
"11/10/2011","105.50","105.32","106.01","103.50","10.03M","1.17%"
"11/09/2011","104.28","105.80","106.49","103.88","12.06M","-4.21%"
"11/08/2011","108.86","108.27","109.00","106.50","7.76M","1.06%"
"11/07/2011","107.72","106.65","108.53","105.54","7.82M","1.21%"
"11/04/2011","106.43","105.75","106.60","104.48","8.40M","0.28%"
"11/03/2011","106.13","105.84","106.35","104.70","9.28M","1.52%"
"11/02/2011","104.54","103.96","104.93","103.14","8.39M","2.41%"
"11/01/2011","102.08","101.47","103.68","100.79","15.22M","-2.83%"
"10/31/2011","105.05","107.72","108.00","105.05","11.46M","-4.19%"
"10/28/2011","109.64","108.85","109.99","107.26","10.34M","0.61%"
"10/27/2011","108.97","107.84","110.01","107.62","14.01M","2.06%"
"10/26/2011","106.77","106.08","106.84","104.46","9.96M","2.17%"
"10/25/2011","104.50","106.62","106.91","104.33","8.45M","-1.67%"
"10/24/2011","106.27","105.50","106.87","105.27","7.91M","0.70%"
"10/21/2011","105.53","104.50","105.84","104.21","10.89M","2.07%"
"10/20/2011","103.39","102.68","103.66","101.72","8.71M","1.12%"
"10/19/2011","102.24","102.69","104.08","101.71","8.65M","-0.69%"
"10/18/2011","102.95","99.03","104.15","97.97","12.17M","4.40%"
"10/17/2011","98.61","99.91","100.25","98.40","6.58M","-1.85%"
"10/14/2011","100.47","98.97","100.56","98.85","7.37M","2.74%"
"10/13/2011","97.79","96.62","98.10","96.25","6.51M","0.01%"
"10/12/2011","97.78","98.11","98.75","96.69","8.87M","0.18%"
"10/11/2011","97.60","97.21","98.64","97.15","7.61M","-0.61%"
"10/10/2011","98.20","96.13","98.24","96.09","7.50M","4.03%"
"10/07/2011","94.40","95.67","95.73","93.66","10.53M","-0.22%"
"10/06/2011","94.61","93.38","94.81","92.72","10.17M","-0.05%"
"10/05/2011","94.66","92.14","94.74","91.03","13.06M","3.48%"
"10/04/2011","91.48","88.72","91.84","86.68","15.40M","1.78%"
"10/03/2011","89.88","91.93","92.77","89.85","11.39M","-2.93%"
"09/30/2011","92.59","92.96","94.80","92.52","11.92M","-1.91%"
"09/29/2011","94.39","94.19","94.48","92.32","10.10M","2.89%"
"09/28/2011","91.74","93.99","95.33","91.54","10.34M","-1.92%"
"09/27/2011","93.54","94.16","95.35","93.05","11.08M","2.24%"
"09/26/2011","91.49","90.65","91.65","88.76","11.90M","1.64%"
"09/23/2011","90.01","90.13","90.84","88.56","12.23M","-0.18%"
"09/22/2011","90.17","90.91","91.51","88.59","16.69M","-4.35%"
"09/21/2011","94.27","97.21","97.78","94.14","9.27M","-3.60%"
"09/20/2011","97.79","99.28","99.74","97.74","8.66M","-0.93%"
"09/19/2011","98.71","97.19","99.34","96.60","8.52M","-0.92%"
"09/16/2011","99.63","100.00","100.16","98.29","13.86M","0.37%"
"09/15/2011","99.26","98.72","99.50","98.06","9.24M","2.00%"
"09/14/2011","97.31","96.31","99.00","95.15","11.33M","1.44%"
"09/13/2011","95.93","96.76","96.84","94.63","11.45M","0.02%"
"09/12/2011","95.91","93.94","95.93","93.16","13.62M","0.76%"
"09/09/2011","95.19","97.01","97.39","94.78","13.35M","-3.27%"
"09/08/2011","98.41","98.89","100.58","98.00","9.61M","-0.89%"
"09/07/2011","99.29","98.27","99.44","97.86","10.57M","3.85%"
"09/06/2011","95.61","93.58","95.80","92.75","10.28M","-0.83%"
"09/02/2011","96.41","96.31","97.06","95.07","8.98M","-2.14%"
"09/01/2011","98.52","99.01","100.48","98.50","10.12M","-0.32%"
"08/31/2011","98.84","98.85","99.72","98.08","11.24M","0.45%"
"08/30/2011","98.40","97.97","98.98","96.74","9.20M","-0.34%"
"08/29/2011","98.74","98.28","98.76","96.58","9.73M","1.95%"
"08/26/2011","96.85","94.68","97.35","93.36","9.22M","0.93%"
"08/25/2011","95.96","98.05","98.52","95.29","9.82M","-1.67%"
"08/24/2011","97.59","96.83","97.76","96.07","7.64M","0.27%"
"08/23/2011","97.33","93.92","97.38","93.46","12.30M","4.32%"
"08/22/2011","93.30","96.55","96.55","92.95","10.07M","0.01%"
"08/19/2011","93.29","92.09","95.36","92.08","13.45M","0.05%"
"08/18/2011","93.24","95.14","95.38","91.75","15.09M","-4.55%"
"08/17/2011","97.68","98.41","99.09","97.11","8.59M","-0.47%"
"08/16/2011","98.14","97.99","99.28","97.15","9.84M","-0.97%"
"08/15/2011","99.10","97.00","99.23","96.79","11.86M","3.38%"
"08/12/2011","95.86","95.64","97.05","94.92","13.37M","1.90%"
"08/11/2011","94.07","92.07","95.14","90.78","30.72M","3.86%"
"08/10/2011","90.57","92.71","93.85","89.74","18.07M","-3.03%"
"08/09/2011","93.40","91.60","93.71","87.30","21.01M","3.49%"
"08/08/2011","90.25","94.28","95.79","89.75","23.08M","-7.54%"
"08/05/2011","97.61","98.03","99.34","93.82","17.60M","0.80%"
"08/04/2011","96.84","100.78","100.98","96.51","20.54M","-5.76%"
"08/03/2011","102.76","103.53","103.74","100.87","12.03M","-0.67%"
"08/02/2011","103.45","104.72","105.70","103.43","10.41M","-1.83%"
"08/01/2011","105.38","106.08","106.13","103.92","9.31M","1.31%"
"07/29/2011","104.02","103.72","105.23","103.07","9.70M","-0.96%"
"07/28/2011","105.03","105.15","105.85","104.43","6.66M","-0.57%"
"07/27/2011","105.63","106.97","107.00","105.47","7.41M","-1.80%"
"07/26/2011","107.57","107.91","108.47","107.34","4.86M","-0.49%"
"07/25/2011","108.10","107.55","109.00","107.46","6.28M","-0.80%"
"07/22/2011","108.97","109.39","109.66","108.82","5.42M","-0.42%"
"07/21/2011","109.43","107.88","109.75","107.76","8.32M","2.18%"
"07/20/2011","107.10","107.51","107.65","106.88","5.04M","-0.35%"
"07/19/2011","107.48","106.49","107.80","106.49","6.99M","1.18%"
"07/18/2011","106.23","105.58","106.50","105.11","6.95M","0.04%"
"07/15/2011","106.19","105.68","106.30","105.14","10.16M","1.45%"
"07/14/2011","104.67","105.70","106.47","104.57","7.28M","-0.40%"
"07/13/2011","105.09","104.74","106.61","104.72","6.87M","0.67%"
